accolades,aging,alcohol,average_age_of_vines,cheese_pairing,country,density,description,dessert_pairing,fermentation_&_maceration,grape_varietal,harvest_method,legumes_pairing,meat_pairing,mouth_attribute,name,nose_attribute,others_pairing,pasta_pairing,price,producer,product_type,production_method,psata_pairing,region,seafood_pairing,sku,vintage,volume(ml),winemakers,acidity
,Ageing in oak barrels for 10 months ; 25% new oak; 25% oak barrels used once ; 25% used 2 times ; 25% used 3 times. Regular stirring and ullage to gain in richness and roundness.,12.5%,15-40 yrs old,,FRANCE,10000 Hectare,"Brilliant pale yellow robe with golden highlights. The nose, enhanced by the vanilla and toasted notes of the oak barrel, evokes floral, peach and almond scents.  Powerful and tense attack, the middle of mouth is all in roundness and length.  Vintage in image may vary. Refer to wine facts for current vintage.",,"Traditional vinification: Pressing and settling is done directly by vine growers who have been our partners for many years. The best musts are then blended to craft a Bourgogne Chardonnay that is powerful, elegant and fresh. The cuvée is then seeded in yeast and chilled at 15 ° before being sent to our Savigny Les Beaune site for being fed into 228L oak barrels. Alcoholic fermentation takes place in oak barrels.",Chardonnay,Machine Harvest,,Enjoy with poultry with Epoisses,,MOILLARD 2021 - Bourgogne Chardonnay 100% Fûts - France,,,,56.0,Francois Martenot,White Wine,,,Burgundy,Enjoy with fish in cream sauce,BU124,2021,750,Baptiste Corrot,Medium Acidity
James Suckling 93 Points,18 months in french oak tonneaux,14.5%,70 yrs,Mature cheeses,ITALY,4000 vines per ha,"Our historical vineyard, Campo del Gatto (Field of the Cat) is an example of how we value and regard a fundamental grape in the Piedmontese varieties.Thanks to frequent vine thinning, in order to lower the yields and raise the quality, we were able to obtain excellent results. A powerful impact on the senses, with jammy and vanilla notes that fill your nose, and a great intensity and elegance on the palate.  Vintage in image may vary. Refer to wine facts for current vintage.",,controlled,Barbera,manual,,Pair with roasted meats and grilled meats,"Balanced, Dry, Medium-bodied, Silky Tannin","COSTA DI BUSSIA ""Vigna Campo del Gatto"" 2022 - Barbera d'Alba, Piedmont - Italy","Dark Fruit, Jamy, Red Berries, Spices",,,56.0,COSTA DI BUSSIA,Red Wine,7000 bottles,,Piedmont,,IT151,2022,750,MARCO MARSSILI,Medium Acidity
,Ageing in barrel for 12 to 18 months- renewal of 20% of barrel per year,14.5%,40 years,,FRANCE,"5,500 vines/ha","Deep young garnet. Nose of ripe berry fruits backed by vanilla oak. Upright, well-balanced palate with a smooth mouthfeel, soft oak and fruit presence. Elegant style in keeping with the tradition of the appellation. Accessible, supple and charming.",,Maceration in thermo-regulated stainless steel vats.,"Cabernet Franc, Merlot",Manual,,"Pair with beef, lamb, poultry, game","Balanced, Smooth","CHATEAU LOUVIE 2022 - Saint Emilion Grand Cru, Bordeaux - France","Oak, Red Berries, Vanilla",,,58.0,"Christian Veyry, the owner",Red Wine,,,Saint Emilion Grand Cru AOC Bordeaux,,BO47,2022,750,Christian Veyry,Medium Acidity
,Long conservation on fine lees in stainless steel tanks to enhance texture and youth character,12.5%,36 years old,,FRANCE,"6,600 plants/ha","A stunning example of Pouilly-Fume and another clear demonstration of the difference between the old-world and the new.  Intense grapefruit and white flowers from the first scent, livened up by smoke and mineral hints. Well balanced, broad, the mouth holds well thanks to passion fruit aromas and a fair vivacity, enhanced by a citrus zest final.   Vintage in image may vary. Refer to wine facts for current vintage.",,"Immediate press after harvest to avoid skin contact or oxidation. Very gentle press in pneumatic press, fermentation in stainless steel tanks after cold settling. NO maceration.",Sauvignon Blanc,Mechanical,,"Pair with poultry or white meats after several years. Aged around 5 – 6 years, it perfectly matches poultry with morel mushrooms, or scrambled eggs with truffle.","Full-bodied, Medium-bodied, Sweet","DOMAINE MASSON-BLONDELET ""Villa Paulus"" 2022 - Sauvignon Blanc - Pouilly-Fumé, Loire Valley - France",,,,58.0,Domaine MASSON-BLONDELET,,225 hl,,Loire Valley,,LO10,2022,750ml,Pierre-FranÃ§ois Masson,Medium Acidity
,"10 months, oak barrels",14.5%,,,USA,,"This supple, medium-bodied wine offers rich complex layers of plum, cherry, sweet vanilla oak, spice, cinnamon and floral notes, with a long velvety finish. It makes an excellent accompaniment to lamb, chicken, salmon and light pasta dishes.  Vintage in image may vary. Refer to wine facts for current vintage.",,,Pinot Noir,Manual,Pair with light pasta dishes.,"Good with lamb, chicken.","Long Finish, Medium-bodied, Tannic","Castle Rock ""Reserve"" 2022 - Pinot Noir - Russian River, Sonoma - USA","Floral, Oak, Spices, Plum, Vanilla",,,58.0,Castle Rock,Red Wine,Traditional,,California,Good with salmon.,US10,2022,750 mL,Eric Lauman,Medium Acidity
,Minimum of 12 months on fine lees,14%,,Pair with goat cheese,FRANCE,,"The colour is pale yellow with crystalline tints.  On the nose, it is refined, with fresh aromas of mint, eucalyptus and verbena. On the palate, the attack is straightforward. It is racy and well balanced. There are the same flavours of mint in retro olfaction. A mineral, precise Riesling  from the limestone soils of the Eichberg Grand Cru with excellent ageing potential  Vintage in image may vary. Refer to wine facts for current vintage.",,Fermented in temperature controlled stainless steel tanks,Riesling,Manual - harvested by hand,,"Pair with fishes cooked in sauce, poultry, fish carpaccio","Balanced, Crisp, Herbal, Minerals",WOLFBERGER 2020 - Riesling Grand Cru Eichberg - Alsace - France,"Citrus, Fresh, Herbal, Mineral",,,58.0,Wolfberger,White Wine,,,Alsace,,AL18,2020,750ml,Emilie Lejour,Medium Acidity
Vegan Wine,French and American Oak,15%,,Hard cheeses,USA,,"Released in 2002, 7 Deadly was born from a Catholic school upbringing and our winemakerï¿½s lust for hedonistically seductive wine. Seven certified sustainable vineyards were chosen for the inaugural vintage in the enviable Lodi appellation, where Zinfandel reigns supreme. The Seven Sins were related to the seven Old Vine Zinfandels blended in the wine to create 7 Deadly Zins, now Americaï¿½s favorite Zinfandel*.  Complex aromas of tart cherry, raspberry and caramel are wrapped in flavors of chocolate cake vanilla, spice and smokey wood. Medium bodied with a rich, smooth texture, mild tannins and a beautiful garnet color.   Vintage in image may vary. Refer to wine facts for current vintage.",,Fermented in stainless steel until tannin extraction is desirable.,Zinfandel,Hand and Machine Harvested,,"Pairs with BBQ dishes, roast lamb, pork, stewed meat",,"7 DEADLY ZINS 2021 - Zinfandel  - Lodi, California-USA",,,,58.0,Globaline LLC - Michael David Winery,Red Wine,,Generally hearty pastas,,,US08,2021,,Adam Metler,Medium Acidity
,10 Months on less,12%,20 years,Goat Cheese,FRANCE,5500 to 6500 vines / Ha,"Pale gold in colour, limpid and brilliant with silver reflections. Initially expressive on the nose with fruity notes (peach, pineapple) and a more mineral background (light flint). After aeration, citrus aromas appear, combined with subtle notes of aromatic herbs (rosemary). The whole is fresh and delicate. The attack on the palate is lively, acidulous with lemony notes bringing energy. The finish is more mineral; a beautiful, mouth-watering expression of the limestone terroir from which it is born. Very fruity nose of citrus fruits (grapefuit, lemon) and stone fruits (white peach). Some delicate white flowers and mineral notes give finesse. At first, in the mouth, the wine is ample but it is then followed by a beautiful and refreshing acidity. Long delicate and salty finish. A pure and elegant wine.  Vintage in image may vary. Refer to wine facts for current vintage.","Aperitif, With sushi",Stainless steel tanks,Sauvignon Blanc,Manual and Mechanical,,Delicious with tapas,Minerals,"DOMAINE SAUTEREAU ""Sancerre"" 2022 - Sauvignon Blanc - Loire Valley, France","Citrus, Tropical Fruit",,,58.0,La Chablisienne,White Wine,"70,000",,Burgundy,"Delicious with plancha-grilled fish, white fish, white seafood",LO03,2022,750ml,Vincent Bartement,Medium Acidity
,Minimum of 12 months on fine lees,13.5%,,Pair with mild and soft cheese,FRANCE,,"The Gewurztraminer Grand Cru Hatschbourg develops notes of exotic fruits (banana, pineapple), cinnamon and rose. On the palate the attack is supple with a great persistence of fruity flavours, with medium sweetness on the finish.  Vintage in image may vary. Refer to wine facts for current vintage.",,Fermented in temperature controlled stainless steel tanks,Gewurztraminer,Manual - harvested by hand,,"Pair with pork, poultry","Elegant, Fruity, Long Finish, Smooth","WOLFBERGER 2020 - Gewürztraminer - Grand Cru Hatschbourg, Alsace - France","Floral, Spices, Tropical Fruit",,,58.0,Wolfberger,White Wine,,,Alsace,Pair with fatty fish like salmon,AL16,2020,750,Emilie Lejour,Medium Acidity
Concours des Vins de Macon Gold,,13.50%,50 years,Best enjoyed with fine cheeses,FRANCE,6000/ha,"A lovely ruby robe. A fruity, wide nose with notes of spices and  vanilla. A clean attack followed by a harmonious balance of fullness  and roundness on the palate with a pleasant fruity finish.  Vintage in image may vary. Refer to wine facts for current vintage.",,,"Cabernet Franc, Merlot",Manual,,"Best enjoyed with game, red meats",,"CHÂTEAU VIEUX VERDOT 2021 - Saint-Émilion Grand Cru, Bordeaux - France",,,,58.0,,Red Wine,15 000 - 18 000 bottles,,Bordeaux,,BO286,2021,750,,Medium Acidity
"Tim Atkin 90 Points, James Suckling 91 Points","24 months french and american oak 225 liter barrels, followed by 36 months in bottle.",13.50%,50+ years,"Cured cheeses, Manchego and other ewe milk cheeses, aged cheese.",SPAIN,3600 plants per Hectare,"If there are styles of wine in the world that deserve the definition of ""great classics"", without any doubt one of them are the Gran Reservas from Rioja where a great emphasis is put in the long ageing times to obtain a long lifespan and great complexity. Lovely ruby-red with medium depth of colour and slight brick-red hues, the text-book definition of Rioja Gran Reservas. Great aromatic intensity on the nose, less fruit-driven, but generous aromatics of lavender, ginger and saffron. A round and balanced palate, displaying silky tannins while still remaining fresh and lively. The aftertaste is long and lingering, it offers hints of toasted wood and dried fruits.",,"Stainless steel vats, controlled temperature","Graciano, Tempranillo",Manual,,"Pair with roasted meats & game. For a classic & traditional Rioja dish, pair with milk-fed lamb chops grilled over dried vine shoots.","Elegant, Medium-bodied, Oaky, Round, Silky Tannin, Structured","BARON DE LEY ""Gran Reserva"" 2017 - Rioja - Spain","Dark Fruit, Herbal, Oak, Spices, Toasted",,,58.0,Baron de Ley,,25000 cases,,,,SP44,2017,,Gonzalo Rodriguez and Mayte Calvo,Medium Acidity
,"10 months, partly in barrels used previously for Ornellaia and partly in concrete tanks.",14%,,,ITALY,,"With its signature ruby red hue and purple tinges, Le Volte dell’Ornellaia displays lively red fruit aromas alongside light spiciness. The wine is well balanced across all components on the palate, blending smooth tannins with refreshing acidity that lends crunchiness to this enjoyable wine.",,"The different varietals were fermented separately in small steel tanks to maintain their varietal characteristics. The alcoholic fermentation was followed by malolactic fermentation, again in steel tanks.","Cabernet Franc, Cabernet Sauvignon, Malbec, Merlot, Montepulciano, Petit Verdot, Sangiovese",,,,,"LE VOLTE DELL' ORNELLAIA 2022 - Toscana IGT (Super Tuscan) - Tuscany, Italy",,,,59.0,,Red Wine,,,Tuscany,,IT192-22,2022,750,,Medium Acidity
Halliday Wine Companion 94 Points,French oak aging,13.5%,35 Years old,,AUSTRALIA,,"This is a very complex wine which will reward cellaring.  Primary characters are pineapple, peach, nectarine, grapefruit peel, and fig, layered with secondary savoury notes from yeast autolysis and a touch of hazelnut and cashew with elegant French oak overtones on the finish.",,Whole bunch pressing & fermentation with wild yeast. 20% malolactic fermentation in French barrels. Regular battonage and aging on full yeast lees.,Chardonnay,Manual,,,"Buttery, Dry, Full-bodied, Long Finish, Oaky, Round","EVOI ""Reserve"" 2020 - Chardonnay - Margaret River - Australia","Buttery, Citrus, Nutty, Toasted, Stone Fruit",,,59.0,Evoi Wines,White Wine,,,"AUSTRALIA, Margaret River","Pair with shellfish, lobster, mussels, creamy and buttery dishes",AU157,2020,750,Nigel Ludlow,Medium Acidity
,,16.0%,,,JAPAN,,,,,,,,,,HOUOUBIDEN - Junmai Ginjo Sake - Japan,,,,59.0,,Sake,,,,,JP02,,720,Kobayashi Sake Brewery,Medium Acidity
Halliday Wine Companion 90 Points,Aged in one year and older French oak 300L hogsheads on lees for 12 months; blended and bottled the following August.,13.80%,25 years,,AUSTRALIA,"3.5 x 1.5 m;  2,090 vines per hectare","A nail-biting finale to the 2022 growing season saw the vineyard lashed by fierce winds and rainy squalls. Yet the shiraz slowly developed both an array of dark fruit aromatics and lush, juicy fruit weight and developed fine and complete tannins, highlighting the granitic minerality of the site and the complexity formed by farming in a marginal yet consistent site.",,"The grapes were destemmed into a closed top fermenter, fermented for eighteen days with up to three pump overs per day to give gentle extraction. The wine was drained off with some pressings added back to build texture and length,",Shiraz,Harvest was done in early April by selective machine maximising whole berries and minimizing juicing to allow the fruit to arrive in pristine condition.,,,,"DUKE'S VINEYARD ""Single Vineyard"" 2022 - Shiraz - Porongurup, Great Southern - Australia",,,,60.0,Duke's Vineyard,Red Wine,"5,172 bottles",,South Australia,,AU198,2022,750,Ben Cane,Medium Acidity
Halliday Wine Companion 93 Points,"Aged on lees for two months to give weight and roundness, bottled in June, and ready straight out of the gate.",12.2%,7 years,,AUSTRALIA,"3.5 x 1.5 m; 2,090 vines per hectare","Aromas of lime pith, jasmine, white citrus blossom, pomelo, grapefruit. The palate shows golden delicious apple; ripe green lime; passionfruit; tangerine; orange blossom; round, ripe and rich with a fine mineral edge; good length and generosity.",,"Chilled overnight to 0C, the fruit was whole bunch pressed to give pristine juice which was then fermented cool in stainless tanks with a selected aromatic yeast.",,"Termed the “baby Magpie Hill,” the hand-picked fruit is sourced from free-run juice from our young block (6-9 year old vines) combined with pressings from the old block. The intense aromatics and juicy plushness give great width and weight.",,,,"DUKE'S VINEYARD ""Single Vineyard"" 2023 - Riesling - Porongurup, Great Southern - Australia",,,,60.0,Duke's Vineyard,White Wine,"5,172 bottles",,,,XAU199,2023,750,Ben Cane,### Solution:Medium Acidity
